Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,DateBirth,RemoteWork,PerformanceRating,TotalWorkingYears,MonthlyIncome
no,travel_rarely,432.0,9,4,unknown,"116,0",4,female,96.0,3,1,laboratory_technician,4,unknown,18725,3,unknown,23,2,2,4,3.0,4,0,3,1972,true,4.0,10.0,8948.0
no,travel_rarely,1353.0,3,2,other,"128,0",1,male,33.0,3,2,sales_executive,3,married,17519,0,no,21,1,1,2,2.0,3,0,2,1999,yes,4.0,4.0,8412.8
no,unknown,489.0,23,3,unknown,"132,0",2,female,66.0,3,2,laboratory_technician,2,married,25043,4,unknown,12,3,1,3,4.0,3,1,2,1979,true,3.0,11.557873824923,2849.8
yes,travel_rarely,807.0,6,4,human_resources,"133,0",3,female,63.0,3,1,human_resources,1,divorced,23648,4,unknown,22,4,0,3,3.0,3,0,2,1986,true,4.0,11.32083555609988,4318.6
no,non_travel,1420.0,2,4,human_resources,unknown,3,male,32.0,2,5,manager,4,unknown,21922,9,no,21,4,1,3,3.0,3,2,2,1964,no,4.0,31.48342289710255,18844.0
no,unknown,1280.0,7,1,unknown,"143,0",4,female,66.0,2,1,research_scientist,4,married,26897,1,no,11,3,2,2,3.0,2,2,1,1998,true,3.0,11.557873824923,2849.8
no,unknown,957.0,26,3,medical,"171,0",2,male,72.0,4,1,research_scientist,3,single,16090,4,unknown,12,4,0,2,3.0,3,1,2,1980,yes,3.0,8.858300340680085,4739.0
no,travel_frequently,809.0,12,3,unknown,unknown,3,male,77.0,3,3,sales_executive,4,single,6645,4,no,11,4,0,3,3.0,2,2,1,1973,false,3.0,16.0,4334.0
yes,travel_rarely,542.0,20,3,unknown,"175,0",2,male,71.0,1,2,sales_executive,3,unknown,24788,3,yes,11,3,1,2,3.0,2,2,2,1992,true,3.0,4.0,3690.8
no,unknown,216.0,6,2,medical,"178,0",2,female,84.0,3,2,manufacturing_director,2,divorced,2819,6,no,20,4,2,0,3.0,3,0,1,1987,no,4.0,7.0,3661.8
yes,travel_frequently,1150.0,16,4,unknown,"179,0",1,female,53.0,1,3,manufacturing_director,4,unknown,25150,2,unknown,15,4,0,2,3.0,4,0,3,1972,false,3.0,18.0,10650.0
no,unknown,798.0,28,3,life_sciences,unknown,1,female,41.0,2,2,sales_executive,3,unknown,24835,2,unknown,18,4,0,3,3.0,2,2,2,1998,false,3.0,11.557873824923,2849.8
no,travel_rarely,364.0,3,5,technical_degree,"193,0",4,male,32.0,3,2,research_scientist,3,unknown,2302,3,yes,20,2,0,2,3.0,3,2,2,1985,false,4.0,19.0,4317.0
no,travel_rarely,201.0,5,3,technical_degree,"197,0",4,male,84.0,3,1,research_scientist,1,divorced,10415,5,no,14,4,1,3,3.0,3,2,2,1993,yes,3.1535342521153185,8.0,3864.2
no,unknown,1256.0,36,1,medical,unknown,36,female,80.0,3,1,research_scientist,4,married,11992,1,no,24,1,2,6,3.0,2,2,2,2001,yes,4.0,2.0,4356.4
no,non_travel,691.0,9,3,medical,"218,0",4,female,57.0,3,1,research_scientist,2,unknown,5970,6,unknown,18,4,1,1,1.0,2,2,2,1996,yes,3.0,4.503305404707497,2024.0
no,unknown,440.0,21,3,medical,"221,0",3,female,42.0,3,1,research_scientist,4,married,6672,1,no,11,3,1,2,1.0,5,0,2,1995,yes,3.0,5.0,4848.0
no,unknown,1157.0,17,3,unknown,"233,0",3,female,51.0,3,1,research_scientist,2,unknown,13364,0,unknown,16,4,1,3,2.0,5,1,1,1996,true,3.0,6.0,3058.0
no,travel_rarely,713.0,8,3,life_sciences,"241,0",3,male,67.0,3,1,research_scientist,1,divorced,13939,4,unknown,18,3,1,3,3.0,2,2,2,1967,yes,3.0,11.557873824923,2849.8
no,travel_rarely,798.0,9,2,unknown,"245,0",3,male,75.0,3,1,laboratory_technician,4,single,6319,1,unknown,12,3,0,3,3.0,2,2,1,1985,yes,3.150819495668517,11.52212657468347,6477.686121919585
no,travel_rarely,140.0,12,1,medical,"246,0",3,male,95.0,3,1,research_scientist,4,unknown,6984,8,unknown,23,3,1,0,3.0,4,0,2,1992,yes,4.0,7.0,3929.0
no,travel_rarely,629.0,27,2,medical,"247,0",4,male,95.0,3,1,research_scientist,2,unknown,5711,2,no,15,4,0,3,3.0,3,1,2,1989,true,3.0,9.0,4315.2
no,unknown,328.0,1,3,unknown,"249,0",3,female,86.0,2,1,laboratory_technician,3,unknown,3425,2,unknown,15,4,1,2,2.0,3,0,2,1973,no,3.0,11.557873824923,2849.8
no,unknown,1084.0,13,2,unknown,"250,0",4,male,66.0,4,2,manufacturing_director,1,divorced,26250,1,no,11,3,2,3,3.0,4,1,3,1970,false,3.0,5.0,4848.0
no,travel_frequently,798.0,24,3,medical,"269,0",2,male,37.0,3,2,laboratory_technician,2,single,15986,5,unknown,11,4,0,5,3.0,6,1,2,1988,yes,3.0,8.354628734825429,4425.0
no,travel_frequently,472.0,1,1,unknown,unknown,3,female,60.0,2,2,manufacturing_director,1,married,9679,5,unknown,19,3,1,1,3.0,2,2,0,1996,no,3.0,11.557873824923,2849.8
no,unknown,905.0,38,2,unknown,unknown,3,female,99.0,3,2,laboratory_technician,4,married,16523,8,unknown,15,3,1,2,4.0,7,3,7,1983,true,3.0,11.557873824923,2849.8
no,unknown,1136.0,22,3,life_sciences,unknown,22,female,60.0,4,1,research_scientist,2,unknown,12392,1,unknown,16,1,1,2,2.0,4,2,2,2001,no,3.0,4.0,2328.0
no,unknown,1151.0,10,5,life_sciences,"287,0",4,female,63.0,2,2,healthcare_representative,4,unknown,14242,9,no,14,4,1,5,1.0,3,0,2,1983,yes,3.0,5.0,4848.0
no,unknown,644.0,1,4,unknown,"288,0",4,female,66.0,3,3,healthcare_representative,1,unknown,12368,7,no,16,3,1,3,3.0,4,0,3,1977,yes,3.0,17.0,4334.0
yes,unknown,1005.0,3,3,technical_degree,"297,0",4,male,88.0,3,1,research_scientist,1,unknown,8556,5,yes,11,3,0,5,3.0,5,0,4,1993,true,3.0,8.0,2657.0
yes,unknown,992.0,1,3,unknown,unknown,3,female,85.0,3,1,research_scientist,3,single,19757,0,unknown,14,4,0,1,2.0,6,1,5,1994,false,3.0,11.557873824923,2849.8
no,unknown,1147.0,3,3,unknown,"303,0",4,male,52.0,3,2,sales_executive,1,married,17011,2,unknown,14,4,1,4,3.0,6,0,5,1969,no,3.0,16.0,5940.0
no,travel_rarely,147.0,4,4,unknown,"305,0",3,male,47.0,2,1,research_scientist,2,married,13248,6,unknown,21,4,0,3,3.0,3,1,1,1990,yes,4.0,5.462528660878861,2622.0
no,travel_rarely,1323.0,2,3,unknown,"316,0",3,male,89.0,2,1,laboratory_technician,4,single,3300,7,unknown,15,2,0,3,2.0,2,2,2,1971,true,3.0,6.408916448514287,3212.0
no,travel_rarely,818.0,6,2,medical,unknown,2,female,66.0,3,1,human_resources,3,married,25657,8,unknown,17,4,0,2,2.0,2,2,2,1964,false,3.0,11.557873824923,2849.8
yes,unknown,515.0,1,3,unknown,unknown,4,female,62.0,2,1,laboratory_technician,3,single,9571,0,unknown,14,4,0,2,1.0,3,1,2,1991,true,3.0,4.0,3690.8
no,unknown,1431.0,24,4,medical,"332,0",24,male,96.0,3,1,laboratory_technician,3,divorced,15417,7,no,14,3,3,1,3.0,3,1,2,1984,no,3.0,7.0,4825.8
no,non_travel,976.0,26,4,marketing,unknown,3,female,100.0,3,2,sales_executive,4,unknown,12069,0,no,18,1,0,2,3.0,3,2,2,1991,true,3.0,4.0,3690.8
no,unknown,1327.0,3,4,medical,"337,0",2,female,73.0,3,3,research_director,3,divorced,13523,9,no,12,1,1,3,3.0,2,2,2,1992,true,3.0,11.557873824923,2849.8
no,travel_rarely,832.0,5,4,life_sciences,"338,0",3,male,63.0,2,1,research_scientist,4,married,14776,1,unknown,13,3,1,2,2.0,2,0,2,1990,yes,3.0,2.0,2911.0
no,unknown,1199.0,23,4,life_sciences,"341,0",1,female,77.0,4,2,manufacturing_director,3,unknown,5118,4,unknown,17,4,1,1,3.0,3,0,2,1978,yes,3.0,9.0,4315.2
no,unknown,916.0,17,2,unknown,"347,0",4,male,82.0,4,2,research_scientist,1,single,23016,3,yes,13,3,0,1,3.0,3,0,2,1981,true,3.0,11.557873824923,2849.8
no,unknown,1247.0,19,2,marketing,"349,0",4,female,45.0,3,2,sales_executive,4,divorced,10732,2,no,14,4,1,2,3.0,3,0,2,1994,no,3.0,12.374377283461635,6931.0
no,travel_rarely,685.0,1,3,unknown,"350,0",1,male,62.0,3,2,manufacturing_director,3,married,7505,0,no,12,4,2,3,3.0,4,1,2,1998,no,3.0,5.0,4848.0
no,unknown,128.0,2,1,unknown,"362,0",4,female,84.0,2,2,laboratory_technician,1,unknown,19737,4,no,13,4,0,5,3.0,6,0,4,1991,no,3.0,9.0,2176.0
no,travel_rarely,1158.0,9,3,unknown,unknown,4,female,94.0,3,1,research_scientist,4,married,2613,1,no,23,4,1,3,3.0,5,0,4,1995,yes,4.0,11.32083555609988,4318.6
no,travel_rarely,996.0,3,2,unknown,"379,0",4,female,100.0,2,1,research_scientist,3,single,10531,1,no,17,1,0,4,4.0,3,1,0,2002,no,3.0,6.43778934311742,3230.0
no,non_travel,728.0,1,4,medical,"380,0",1,male,80.0,3,3,research_director,4,divorced,11677,2,yes,18,1,2,2,3.0,5,0,2,1986,no,3.0,11.557873824923,2849.8
no,travel_rarely,688.0,23,4,life_sciences,"393,0",4,female,82.0,3,2,healthcare_representative,4,unknown,18899,9,unknown,14,2,1,2,3.0,2,1,2,1985,false,3.0,11.557873824923,2849.8
yes,travel_rarely,1449.0,16,4,medical,"394,0",1,female,45.0,3,1,laboratory_technician,2,divorced,14180,2,yes,13,4,1,2,3.0,3,0,2,1997,false,3.0,11.557873824923,2849.8
no,unknown,636.0,10,4,life_sciences,"396,0",3,male,66.0,3,5,research_director,1,single,25594,9,yes,11,4,0,4,3.0,3,1,2,1974,true,3.0,31.19629646530412,18665.0
no,travel_frequently,444.0,5,3,unknown,unknown,4,male,84.0,3,1,sales_representative,2,divorced,3909,1,unknown,11,3,1,5,2.0,2,2,2,1992,true,3.0,2.0,2789.0
no,travel_frequently,889.0,9,3,medical,"403,0",2,female,53.0,3,1,research_scientist,4,married,11411,1,unknown,12,3,3,3,2.0,4,1,2,1986,no,3.0,11.557873824923,2849.8
no,travel_rarely,691.0,11,4,unknown,"423,0",11,female,86.0,3,1,research_scientist,4,married,10077,0,unknown,12,3,1,4,3.0,5,0,3,1992,yes,3.0,11.557873824923,2849.8
no,travel_rarely,106.0,2,3,human_resources,"424,0",1,female,62.0,2,2,human_resources,1,unknown,17822,3,no,12,4,0,1,3.0,2,1,0,1992,false,3.0,11.538667389670948,6410.0
no,unknown,798.0,2,4,unknown,unknown,3,female,32.0,3,1,research_scientist,4,unknown,7747,0,unknown,18,2,1,2,1.0,2,2,2,1992,true,3.0,3.0,4063.0
yes,unknown,723.0,17,4,medical,"433,0",17,female,85.0,2,2,research_scientist,2,unknown,17747,2,no,15,1,0,3,2.0,8,7,7,1971,false,3.15321262582592,11.0,4941.0
yes,unknown,1157.0,2,4,medical,"440,0",1,female,84.0,1,1,research_scientist,4,married,24737,5,yes,13,4,0,4,2.0,3,2,2,1995,true,3.0,11.557873824923,2849.8
no,travel_rarely,1482.0,5,5,unknown,"447,0",4,female,42.0,3,5,research_director,3,married,16375,4,unknown,11,2,1,2,3.0,3,1,1,1976,false,3.0,21.0,5358.2
no,unknown,738.0,9,5,other,"455,0",2,female,30.0,2,1,laboratory_technician,4,unknown,7621,0,no,17,3,0,2,3.0,3,2,2,1994,true,3.0,4.0,3983.0
no,unknown,1192.0,5,2,medical,"460,0",4,female,61.0,3,2,manufacturing_director,4,unknown,23177,7,no,16,3,2,2,2.0,6,0,4,1986,yes,3.0,8.0,6347.0
no,unknown,1309.0,26,1,unknown,"465,0",3,female,83.0,3,1,research_scientist,4,unknown,16092,1,unknown,12,3,2,2,2.0,4,0,2,2000,no,3.0,5.914869140860675,2904.0
no,travel_rarely,544.0,2,1,unknown,"470,0",3,female,52.0,3,1,human_resources,3,divorced,24017,0,yes,11,3,1,5,3.0,3,1,0,1981,false,3.0,4.0,2696.0
no,unknown,641.0,25,2,unknown,"475,0",4,male,85.0,3,2,sales_executive,3,unknown,6069,7,unknown,12,2,1,2,4.0,2,2,2,1993,no,3.0,4.0,3690.8
yes,unknown,756.0,31,1,unknown,"478,0",1,male,99.0,2,1,sales_representative,2,single,9150,1,unknown,11,3,0,3,3.0,3,1,2,2002,yes,3.0,3.0,2174.0
no,travel_rarely,593.0,1,4,medical,"482,0",4,female,88.0,3,2,healthcare_representative,3,unknown,2967,2,no,11,3,0,2,3.0,3,1,2,1966,yes,3.0,12.092064536231002,6755.0
no,unknown,895.0,9,2,unknown,unknown,1,female,39.0,3,1,sales_representative,4,single,2851,1,unknown,24,3,0,3,2.0,3,2,2,2002,yes,4.0,3.0,3594.2
no,travel_rarely,408.0,9,4,life_sciences,unknown,3,female,42.0,2,1,research_scientist,2,unknown,7551,0,unknown,16,4,0,5,3.0,2,2,2,1992,true,3.0,3.0,2657.0
no,unknown,1283.0,17,3,unknown,"495,0",17,female,54.0,3,1,research_scientist,4,unknown,18168,9,no,16,4,0,4,3.0,3,1,2,1994,no,3.1550759597271467,6.0,4140.2
no,travel_rarely,1469.0,1,2,unknown,unknown,4,female,82.0,3,1,laboratory_technician,2,unknown,17881,1,no,11,2,1,2,3.0,5,0,4,1996,yes,3.0,5.0,4848.0
no,travel_rarely,1261.0,7,3,other,unknown,2,female,31.0,2,3,healthcare_representative,3,single,12066,8,no,24,3,0,2,3.0,5,0,0,1974,yes,4.0,18.84511530943109,10965.0
no,travel_rarely,329.0,2,3,unknown,"501,0",4,male,96.0,3,1,research_scientist,3,married,11868,4,no,13,2,1,3,3.0,2,2,2,1987,yes,3.0,5.335807199097837,2543.0
yes,non_travel,1362.0,19,3,marketing,"502,0",1,female,67.0,4,2,sales_executive,4,unknown,4652,8,yes,13,2,0,3,2.0,5,0,4,1989,yes,3.0,9.764588421278432,5304.0
no,unknown,1371.0,10,4,marketing,"507,0",4,male,77.0,3,2,sales_executive,3,divorced,5915,1,yes,12,4,1,2,4.0,5,0,3,1999,true,3.0,11.557873824923,2849.8
no,unknown,201.0,1,4,unknown,"517,0",2,male,66.0,3,1,laboratory_technician,1,unknown,20490,3,no,16,2,1,5,3.0,5,1,2,1981,yes,3.0,8.0,4687.8
no,unknown,821.0,5,2,medical,"522,0",1,female,86.0,3,5,research_director,1,married,8509,4,unknown,11,3,1,4,2.0,4,1,2,1969,no,3.0,24.0,19406.0
no,unknown,1381.0,4,4,unknown,"523,0",3,male,72.0,3,2,sales_executive,3,married,12740,9,no,15,1,1,3,3.0,3,1,2,1989,yes,3.0,11.743985751293229,6538.0
no,unknown,313.0,21,3,unknown,"525,0",4,female,61.0,3,1,laboratory_technician,4,unknown,15238,7,unknown,20,1,1,1,3.0,3,1,2,1980,true,4.0,4.878654570015501,2258.0
no,travel_rarely,1473.0,8,4,other,"526,0",3,male,74.0,3,2,healthcare_representative,3,unknown,2227,4,yes,14,4,0,3,3.0,5,0,2,1980,yes,3.0,11.557873824923,2849.8
no,travel_rarely,329.0,1,2,unknown,"530,0",4,female,98.0,2,1,laboratory_technician,1,married,16193,1,no,12,3,1,3,3.0,4,3,2,1992,no,3.0,4.0,2218.0
yes,travel_rarely,688.0,3,3,medical,unknown,1,female,91.0,3,1,laboratory_technician,1,married,9396,5,no,13,3,1,5,3.0,2,0,2,1998,yes,3.0,6.0,5044.8
no,unknown,192.0,10,2,life_sciences,"544,0",1,female,69.0,3,1,research_scientist,4,married,9655,3,no,21,4,2,3,2.0,2,0,2,1978,yes,3.1568164510203034,8.0,2654.0
no,travel_rarely,1490.0,4,2,life_sciences,unknown,4,male,66.0,3,4,manager,4,married,10310,2,no,13,4,0,2,1.0,5,1,4,1971,false,3.0,31.0,4334.0
yes,travel_frequently,296.0,6,2,unknown,"555,0",4,male,33.0,1,1,sales_representative,3,unknown,12253,0,no,16,4,1,3,2.0,2,1,0,1989,true,3.0,3.0,4063.0
no,travel_rarely,1349.0,23,3,life_sciences,unknown,1,male,90.0,3,1,research_scientist,4,divorced,3032,1,no,22,2,2,3,1.0,3,0,2,1997,yes,4.0,11.32083555609988,4318.6
no,unknown,986.0,3,4,unknown,"564,0",2,female,93.0,2,3,research_director,3,unknown,21526,1,no,18,3,0,2,3.0,10,0,7,1994,yes,3.0,20.40104198313266,11935.0
yes,unknown,408.0,25,5,technical_degree,unknown,3,male,71.0,2,1,research_scientist,2,married,18300,5,no,16,2,0,2,4.0,2,1,1,1994,no,3.0,6.0,2546.0
no,unknown,1009.0,2,3,life_sciences,unknown,1,female,51.0,3,4,research_director,3,married,2288,6,no,13,3,0,2,1.0,3,0,1,1977,no,3.0,29.90664050636417,17861.0
no,unknown,1125.0,10,3,marketing,"580,0",3,male,94.0,2,3,sales_executive,4,unknown,11563,2,unknown,19,3,1,3,3.0,3,1,2,1977,no,3.0,15.0,5358.2
no,travel_rarely,413.0,7,1,marketing,"585,0",4,female,57.0,3,1,sales_representative,2,single,18398,0,unknown,14,1,0,3,3.0,3,1,2,1993,true,3.0,11.557873824923,2849.8
yes,travel_frequently,988.0,23,3,unknown,unknown,2,male,43.0,3,3,human_resources,1,divorced,11533,9,yes,15,3,3,2,3.0,3,0,2,1989,false,3.0,11.557873824923,2849.8
no,unknown,1474.0,5,2,other,"591,0",2,female,97.0,3,1,laboratory_technician,3,married,9260,4,no,17,4,1,4,3.0,2,2,0,1981,yes,3.0,11.557873824923,2849.8
yes,unknown,1368.0,25,1,technical_degree,"593,0",3,female,99.0,2,1,laboratory_technician,3,single,9129,5,no,16,3,0,3,3.0,2,1,2,2001,yes,3.0,4.0,3894.0
no,travel_rarely,232.0,19,3,technical_degree,"611,0",4,female,34.0,3,2,manufacturing_director,4,divorced,22645,4,no,12,2,2,2,4.0,3,1,2,1994,yes,3.0,8.0,4262.0
no,travel_frequently,1034.0,18,1,medical,"624,0",1,male,86.0,3,3,healthcare_representative,3,married,8984,5,no,11,4,0,3,2.0,2,1,2,1977,yes,3.0,18.142540005287575,10527.0
yes,unknown,1474.0,11,4,other,"631,0",4,female,66.0,4,2,sales_executive,3,unknown,23914,8,unknown,12,4,0,2,3.0,4,1,2,1991,yes,3.0,11.557873824923,2849.8
no,unknown,798.0,24,3,medical,"632,0",4,female,38.0,3,1,sales_representative,4,unknown,5530,0,no,13,3,2,3,3.0,2,2,1,1999,no,3.0,3.0,2400.0
no,travel_rarely,538.0,25,2,unknown,"652,0",1,female,54.0,2,2,laboratory_technician,4,single,14004,4,no,14,4,0,3,3.0,3,0,2,1988,false,3.0,7.161215757895924,3681.0
no,unknown,622.0,2,4,life_sciences,"659,0",3,male,81.0,3,2,healthcare_representative,4,married,5718,1,no,13,2,2,4,3.0,10,2,2,1981,yes,3.0,10.0,3475.6
no,travel_rarely,1236.0,1,4,unknown,"664,0",4,male,40.0,2,4,manager,1,married,17997,7,no,11,1,1,3,1.0,3,0,2,1975,yes,3.0,21.0,5358.2
no,travel_rarely,1112.0,1,4,unknown,"665,0",1,male,50.0,2,2,human_resources,3,unknown,26894,4,no,11,2,0,1,4.0,2,0,2,1979,true,3.15199254450349,10.0,7294.8
no,unknown,204.0,14,3,unknown,"666,0",3,male,31.0,3,1,sales_representative,3,unknown,2912,1,yes,18,4,2,3,3.0,8,0,6,1989,true,3.0,8.0,4687.8
no,unknown,1343.0,22,1,technical_degree,unknown,3,female,49.0,3,1,sales_representative,3,unknown,24444,1,unknown,11,3,0,2,3.0,3,1,2,2002,true,3.1554136594373374,6.7858683666877795,3447.0
no,travel_rarely,1315.0,3,4,unknown,"671,0",4,female,35.0,3,5,manager,4,unknown,9358,4,unknown,12,1,1,2,4.0,2,0,1,1979,yes,3.0,26.0,19513.0
no,travel_rarely,798.0,6,1,medical,"675,0",1,female,69.0,3,1,research_scientist,3,married,12145,0,unknown,20,4,0,3,3.0,2,2,2,2001,true,4.0,11.32083555609988,4318.6
no,travel_rarely,991.0,6,3,unknown,"686,0",3,male,71.0,3,1,laboratory_technician,4,unknown,17759,1,yes,13,3,1,2,3.0,3,0,2,1997,no,3.1566397404465554,5.521877204833224,2659.0
no,unknown,913.0,9,2,medical,"699,0",2,female,48.0,2,2,manufacturing_director,2,unknown,13934,2,yes,11,3,1,2,3.0,3,0,2,1987,yes,3.0,13.0,8847.0
no,unknown,1115.0,3,4,medical,unknown,1,female,54.0,2,1,research_scientist,4,single,15174,0,unknown,13,4,0,0,3.0,4,1,1,1996,true,3.0,5.0,2045.0
no,travel_rarely,885.0,4,3,unknown,"705,0",1,female,58.0,4,1,research_scientist,1,unknown,8544,2,unknown,16,1,1,3,4.0,3,0,2,2000,false,3.0,5.0,4848.0
no,unknown,810.0,8,3,life_sciences,"707,0",4,female,57.0,4,2,sales_executive,2,unknown,15678,0,no,22,3,1,4,3.0,3,1,2,1998,no,4.0,4.0,4851.0
no,unknown,817.0,14,1,unknown,"712,0",14,female,56.0,4,2,sales_executive,2,married,18597,3,unknown,12,4,0,3,3.0,2,2,2,1975,yes,3.0,14.2815923769686,8120.0
yes,travel_rarely,693.0,3,2,life_sciences,unknown,1,male,65.0,3,2,sales_executive,3,single,24785,9,no,14,1,0,3,3.0,2,2,0,1999,yes,3.0,8.598444289251887,4577.0
no,travel_rarely,1179.0,16,4,unknown,"732,0",1,female,84.0,3,2,sales_executive,1,single,11924,8,no,14,4,0,1,3.0,2,2,2,1963,no,3.0,10.0,5405.0
no,unknown,316.0,8,4,marketing,"738,0",4,female,54.0,3,1,sales_representative,2,married,9983,7,no,15,4,1,2,3.0,2,2,2,1973,true,3.0,4.0,3690.8
no,non_travel,381.0,24,3,unknown,"744,0",1,female,49.0,1,1,laboratory_technician,3,single,2104,2,unknown,14,3,0,5,3.0,5,1,4,1979,no,3.0,9.0,3708.0
no,travel_frequently,217.0,3,3,unknown,"746,0",4,male,49.0,3,4,sales_executive,3,divorced,10225,9,yes,12,4,2,2,2.0,22,11,13,1976,yes,3.0,28.0,13770.0
yes,unknown,933.0,19,3,unknown,"752,0",3,female,57.0,4,1,research_scientist,3,divorced,20366,6,unknown,12,4,0,2,3.0,2,2,2,1981,yes,3.0,11.557873824923,2849.8
no,travel_frequently,775.0,15,3,life_sciences,"754,0",4,female,47.0,2,2,sales_executive,4,married,23683,3,unknown,18,3,1,5,3.0,2,2,2,1980,true,3.1543051059212326,7.0,3641.6
no,unknown,804.0,2,1,unknown,unknown,4,male,86.0,2,1,research_scientist,4,single,22929,0,unknown,20,4,0,2,2.0,4,2,3,1983,no,4.0,5.0,5443.8
no,unknown,1090.0,10,3,unknown,unknown,4,female,83.0,3,1,sales_representative,2,unknown,17967,1,no,14,4,2,2,3.0,2,2,2,1994,no,3.0,4.941210972855018,2297.0
no,unknown,346.0,6,3,unknown,"769,0",4,female,86.0,3,2,laboratory_technician,4,single,10919,2,unknown,17,4,0,4,3.0,2,2,2,1970,false,3.0,19.0,2450.0
no,travel_rarely,310.0,12,1,medical,unknown,1,female,79.0,4,1,research_scientist,3,single,19630,1,unknown,18,4,0,3,3.0,2,0,2,2000,no,3.0,11.557873824923,2849.8
yes,unknown,725.0,2,3,medical,unknown,4,female,78.0,3,5,manager,1,unknown,21199,5,yes,13,4,1,2,3.0,5,1,4,1968,false,3.0,24.0,4334.0
no,travel_frequently,575.0,1,2,life_sciences,"792,0",1,male,71.0,1,1,laboratory_technician,4,unknown,5288,3,no,14,1,1,2,3.0,2,2,0,1997,yes,3.0,11.557873824923,2849.8
no,travel_rarely,182.0,1,4,unknown,"797,0",2,male,72.0,4,1,research_scientist,4,single,13551,2,no,16,3,0,2,3.0,4,1,3,1989,false,3.0,11.557873824923,2849.8
no,unknown,829.0,8,1,marketing,"800,0",3,female,84.0,3,2,sales_executive,4,married,24008,0,unknown,19,2,1,3,3.0,4,1,1,1996,yes,3.0,5.0,4342.0
no,travel_rarely,384.0,8,4,unknown,unknown,1,male,72.0,3,1,sales_representative,4,unknown,20317,1,no,16,2,1,1,2.0,3,0,2,1988,true,3.0,3.0,2572.0
no,travel_rarely,921.0,18,3,unknown,"806,0",4,female,38.0,1,1,laboratory_technician,3,married,24375,3,no,21,3,2,2,3.0,2,0,2,1993,yes,3.1543051059212326,7.0,3641.6
no,unknown,1111.0,8,2,unknown,unknown,3,male,93.0,3,2,sales_executive,1,unknown,13305,5,no,17,2,1,1,3.0,3,1,2,1989,yes,3.0,11.683031862686613,6500.0
no,travel_rarely,1325.0,25,4,life_sciences,"813,0",25,male,82.0,3,2,laboratory_technician,3,unknown,21821,8,unknown,20,2,1,3,3.0,5,1,4,1971,yes,4.0,9.0,3149.0
yes,travel_rarely,118.0,16,3,marketing,"819,0",1,male,69.0,3,2,sales_executive,1,single,26507,5,unknown,15,3,0,3,3.0,3,0,2,1990,false,3.0,9.796669415281913,5324.0
no,travel_rarely,1258.0,20,4,unknown,unknown,20,male,40.0,4,1,research_scientist,3,single,13301,3,no,13,3,0,0,3.0,2,2,2,1988,false,3.0,7.0,4825.8
yes,unknown,890.0,2,4,unknown,unknown,3,female,66.0,3,1,research_scientist,3,single,16374,6,no,17,4,0,3,2.0,2,2,1,1995,yes,3.0,5.0,4382.0
no,travel_rarely,1041.0,13,3,human_resources,unknown,3,female,36.0,3,1,human_resources,2,married,25527,4,unknown,13,2,1,2,3.0,5,0,4,1987,yes,3.0,11.557873824923,2849.8
no,travel_frequently,702.0,16,4,unknown,"838,0",3,male,100.0,2,1,research_scientist,4,single,8306,1,no,16,3,0,3,3.0,5,1,3,1989,true,3.0,6.0,2553.0
no,unknown,829.0,3,2,unknown,"847,0",3,female,66.0,3,1,human_resources,4,unknown,2243,0,unknown,19,3,1,1,1.0,3,0,2,1989,false,3.0,4.0,3690.8
no,travel_rarely,625.0,4,3,unknown,"852,0",4,female,50.0,3,2,healthcare_representative,2,single,5197,9,unknown,12,4,0,2,2.0,5,2,3,1979,yes,3.0,10.0,5933.0
no,unknown,798.0,13,4,life_sciences,"859,0",2,female,73.0,3,2,sales_executive,4,divorced,9250,2,unknown,11,3,1,3,2.0,5,0,3,1991,true,3.0,8.0,4403.0
no,unknown,661.0,7,2,unknown,unknown,1,male,78.0,2,3,sales_executive,4,married,20715,7,yes,18,4,1,3,3.0,5,0,4,1970,no,3.0,35.0,10934.0
no,unknown,798.0,1,2,life_sciences,"872,0",4,female,66.0,2,2,manufacturing_director,4,unknown,19146,6,unknown,22,1,2,2,1.0,2,2,2,2001,no,4.0,4.0,8412.8
no,travel_rarely,986.0,8,4,life_sciences,"874,0",1,female,62.0,4,1,laboratory_technician,4,unknown,5044,2,yes,24,3,1,2,2.0,3,0,2,1979,false,4.0,10.0,8948.0
yes,travel_frequently,798.0,25,4,life_sciences,"881,0",4,male,96.0,3,1,research_scientist,2,divorced,16612,1,unknown,19,1,1,3,2.0,10,7,8,1988,true,3.0,10.0,2022.0
no,unknown,583.0,4,1,unknown,"885,0",3,female,87.0,2,2,sales_executive,1,unknown,18154,1,no,12,1,0,1,4.0,5,0,3,1998,no,3.0,5.0,4256.0
no,travel_rarely,1418.0,1,3,technical_degree,unknown,3,male,36.0,3,1,research_scientist,1,unknown,10554,2,no,16,2,1,2,3.0,4,0,2,1974,false,3.0,7.0,3580.0
