Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,DateBirth,RemoteWork,Attrition_numeric
27,no,non_travel,691.0,research_and_development,9,3,medical,"218,0",4,female,57.0,3,1,research_scientist,2,,2024.0,5970,6,,18,3.0,4,1,,1,1.0,2,2,2,1996,yes,
28,no,,440.0,research_and_development,21,3,medical,"221,0",3,female,42.0,3,1,research_scientist,4,married,,6672,1,no,11,3.0,3,1,5.0,2,1.0,5,0,2,1995,yes,
27,no,,1157.0,,17,3,,"233,0",3,female,51.0,3,1,research_scientist,2,,3058.0,13364,0,,16,3.0,4,1,6.0,3,2.0,5,1,1,1996,yes,
56,no,travel_rarely,713.0,,8,3,life_sciences,"241,0",3,male,67.0,3,1,research_scientist,1,divorced,,13939,4,,18,3.0,3,1,,3,,2,2,2,1967,yes,
38,no,travel_rarely,,,9,2,,"245,0",3,male,75.0,3,1,laboratory_technician,4,single,,6319,1,,12,,3,0,,3,,2,2,1,1985,yes,
31,no,travel_rarely,140.0,,12,1,medical,"246,0",3,male,95.0,3,1,research_scientist,4,,3929.0,6984,8,,23,4.0,3,1,7.0,0,3.0,4,0,2,1992,yes,
34,no,travel_rarely,629.0,,27,2,medical,"247,0",4,male,95.0,3,1,research_scientist,2,,,5711,2,no,15,3.0,4,0,9.0,3,3.0,3,1,2,1989,yes,
50,no,,328.0,research_and_development,1,3,,"249,0",3,female,86.0,2,1,laboratory_technician,3,,,3425,2,,15,3.0,4,1,,2,2.0,3,0,2,1973,no,
53,no,,1084.0,,13,2,,"250,0",4,male,,4,2,manufacturing_director,1,divorced,,26250,1,no,11,3.0,3,2,5.0,3,3.0,4,1,3,1970,no,
35,no,travel_frequently,,,24,3,medical,"269,0",2,male,37.0,3,2,laboratory_technician,2,single,4425.0,15986,5,,11,3.0,4,0,,5,3.0,6,1,2,1988,yes,
27,no,travel_frequently,472.0,,1,1,,,3,female,60.0,2,2,manufacturing_director,1,married,,9679,5,,19,3.0,3,1,,1,3.0,2,2,0,1996,no,
40,no,,905.0,,38,2,,,3,female,99.0,3,2,laboratory_technician,4,married,,16523,8,,15,3.0,3,1,,2,4.0,7,3,7,1983,yes,
40,no,,1151.0,,10,5,life_sciences,"287,0",4,female,63.0,2,2,healthcare_representative,4,,,14242,9,no,14,3.0,4,1,5.0,5,1.0,3,0,2,1983,yes,
46,no,,644.0,,1,4,,"288,0",4,female,,3,3,healthcare_representative,1,,,12368,7,no,16,3.0,3,1,17.0,3,3.0,4,0,3,1977,yes,
30,yes,,1005.0,,3,3,technical_degree,"297,0",4,male,88.0,3,1,research_scientist,1,,2657.0,8556,5,yes,11,3.0,3,0,8.0,5,3.0,5,0,4,1993,yes,
29,yes,,992.0,,1,3,,,3,female,85.0,3,1,research_scientist,3,single,,19757,0,,14,3.0,4,0,,1,2.0,6,1,5,1994,no,
54,no,,1147.0,,3,3,,"303,0",4,male,52.0,3,2,sales_executive,1,married,5940.0,17011,2,,14,3.0,4,1,16.0,4,3.0,6,0,5,1969,no,
33,no,travel_rarely,147.0,research_and_development,4,4,,"305,0",3,male,47.0,2,1,research_scientist,2,married,2622.0,13248,6,,21,4.0,4,0,,3,3.0,3,1,1,1990,yes,
52,no,travel_rarely,1323.0,,2,3,,"316,0",3,male,89.0,2,1,laboratory_technician,4,single,3212.0,3300,7,,15,3.0,2,0,,3,2.0,2,2,2,1971,yes,
59,no,travel_rarely,818.0,human_resources,6,2,medical,,2,female,,3,1,human_resources,3,married,,25657,8,,17,3.0,4,0,,2,2.0,2,2,2,1964,no,
32,yes,,515.0,,1,3,,,4,female,62.0,2,1,laboratory_technician,3,single,,9571,0,,14,3.0,4,0,4.0,2,1.0,3,1,2,1991,yes,
39,no,,1431.0,,24,4,medical,"332,0",24,male,96.0,3,1,laboratory_technician,3,divorced,,15417,7,no,14,3.0,3,3,7.0,1,3.0,3,1,2,1984,no,
32,no,non_travel,976.0,,26,4,marketing,,3,female,100.0,3,2,sales_executive,4,,,12069,0,no,18,3.0,1,0,4.0,2,3.0,3,2,2,1991,yes,
31,no,,1327.0,,3,4,medical,"337,0",2,female,73.0,3,3,research_director,3,divorced,,13523,9,no,12,3.0,1,1,,3,3.0,2,2,2,1992,yes,
33,no,travel_rarely,832.0,,5,4,life_sciences,"338,0",3,male,63.0,2,1,research_scientist,4,married,2911.0,14776,1,,13,3.0,3,1,2.0,2,2.0,2,0,2,1990,yes,
45,no,,1199.0,,23,4,life_sciences,"341,0",1,female,77.0,4,2,manufacturing_director,3,,,5118,4,,17,3.0,4,1,9.0,1,3.0,3,0,2,1978,yes,
42,no,,916.0,research_and_development,17,2,,"347,0",4,male,82.0,4,2,research_scientist,1,single,,23016,3,yes,13,3.0,3,0,,1,3.0,3,0,2,1981,yes,
29,no,,1247.0,,19,2,marketing,"349,0",4,female,45.0,3,2,sales_executive,4,divorced,6931.0,10732,2,no,14,3.0,4,1,,2,3.0,3,0,2,1994,no,
25,no,travel_rarely,685.0,,1,3,,"350,0",1,male,62.0,3,2,manufacturing_director,3,married,,7505,0,no,12,3.0,4,2,5.0,3,3.0,4,1,2,1998,no,
32,no,,128.0,,2,1,,"362,0",4,female,84.0,2,2,laboratory_technician,1,,2176.0,19737,4,no,13,3.0,4,0,9.0,5,3.0,6,0,4,1991,no,
28,no,travel_rarely,1158.0,,9,3,,,4,female,94.0,3,1,research_scientist,4,married,,2613,1,no,23,4.0,4,1,,3,,5,0,4,1995,yes,
21,no,travel_rarely,996.0,,3,2,,"379,0",4,female,100.0,2,1,research_scientist,3,single,3230.0,10531,1,no,17,3.0,1,0,,4,4.0,3,1,0,2002,no,
37,no,non_travel,728.0,,1,4,medical,"380,0",1,male,80.0,3,3,research_director,4,divorced,,11677,2,yes,18,3.0,1,2,,2,3.0,5,0,2,1986,no,
38,no,travel_rarely,688.0,,23,4,life_sciences,"393,0",4,female,82.0,3,2,healthcare_representative,4,,,18899,9,,14,3.0,2,1,,2,3.0,2,1,2,1985,no,
26,yes,travel_rarely,1449.0,,16,4,medical,"394,0",1,female,45.0,3,1,laboratory_technician,2,divorced,,14180,2,yes,13,3.0,4,1,,2,3.0,3,0,2,1997,no,
49,no,,636.0,,10,4,life_sciences,"396,0",3,male,,3,5,research_director,1,single,18665.0,25594,9,yes,11,3.0,4,0,,4,3.0,3,1,2,1974,yes,
31,no,travel_frequently,444.0,sales,5,3,,,4,male,84.0,3,1,sales_representative,2,divorced,2789.0,3909,1,,11,3.0,3,1,2.0,5,2.0,2,2,2,1992,yes,
37,no,travel_frequently,889.0,,9,3,medical,"403,0",2,female,53.0,3,1,research_scientist,4,married,,11411,1,,12,3.0,3,3,,3,2.0,4,1,2,1986,no,
31,no,travel_rarely,106.0,,2,3,human_resources,"424,0",1,female,62.0,2,2,human_resources,1,,6410.0,17822,3,no,12,3.0,4,0,,1,3.0,2,1,0,1992,no,
31,no,,,research_and_development,2,4,,,3,female,32.0,3,1,research_scientist,4,,,7747,0,,18,3.0,2,1,3.0,2,1.0,2,2,2,1992,yes,
28,yes,,1157.0,,2,4,medical,"440,0",1,female,84.0,1,1,research_scientist,4,married,,24737,5,yes,13,3.0,4,0,,4,2.0,3,2,2,1995,yes,
47,no,travel_rarely,1482.0,,5,5,,"447,0",4,female,42.0,3,5,research_director,3,married,,16375,4,,11,3.0,2,1,21.0,2,3.0,3,1,1,1976,no,
29,no,,738.0,,9,5,other,"455,0",2,female,30.0,2,1,laboratory_technician,4,,3983.0,7621,0,no,17,3.0,3,0,4.0,2,,3,2,2,1994,yes,
37,no,,1192.0,,5,2,medical,"460,0",4,female,61.0,3,2,manufacturing_director,4,,6347.0,23177,7,no,16,3.0,3,2,8.0,2,2.0,6,0,4,1986,yes,
23,no,,1309.0,,26,1,,"465,0",3,female,83.0,3,1,research_scientist,4,,2904.0,16092,1,,12,3.0,3,2,,2,2.0,4,0,2,2000,no,
42,no,travel_rarely,544.0,human_resources,2,1,,"470,0",3,female,52.0,3,1,human_resources,3,divorced,2696.0,24017,0,yes,11,3.0,3,1,4.0,5,3.0,3,1,0,1981,no,
30,no,,641.0,sales,25,2,,"475,0",4,male,85.0,3,2,sales_executive,3,,,6069,7,,12,3.0,2,1,4.0,2,4.0,2,2,2,1993,no,
21,yes,,756.0,,31,1,,"478,0",1,male,99.0,2,1,sales_representative,2,single,2174.0,9150,1,,11,3.0,3,0,3.0,3,3.0,3,1,2,2002,yes,
57,no,travel_rarely,593.0,,1,4,medical,"482,0",4,female,88.0,3,2,healthcare_representative,3,,6755.0,2967,2,no,11,3.0,3,0,,2,3.0,3,1,2,1966,yes,
21,no,,895.0,,9,2,,,1,female,39.0,3,1,sales_representative,4,single,,2851,1,,24,4.0,3,0,3.0,3,2.0,3,2,2,2002,yes,
31,no,travel_rarely,408.0,,9,4,life_sciences,,3,female,42.0,2,1,research_scientist,2,,2657.0,7551,0,,16,3.0,4,0,3.0,5,3.0,2,2,2,1992,yes,
27,no,travel_rarely,1469.0,,1,2,,,4,female,82.0,3,1,laboratory_technician,2,,,17881,1,no,11,3.0,2,1,5.0,2,3.0,5,0,4,1996,yes,
49,no,travel_rarely,1261.0,,7,3,other,,2,female,31.0,2,3,healthcare_representative,3,single,10965.0,12066,8,no,24,4.0,3,0,,2,3.0,5,0,0,1974,yes,
36,no,travel_rarely,329.0,,2,3,,"501,0",4,male,96.0,3,1,research_scientist,3,married,2543.0,11868,4,no,13,3.0,2,1,,3,3.0,2,2,2,1987,yes,
34,yes,non_travel,1362.0,,19,3,marketing,"502,0",1,female,67.0,4,2,sales_executive,4,,5304.0,4652,8,yes,13,3.0,2,0,,3,2.0,5,0,4,1989,yes,
24,no,,1371.0,,10,4,marketing,"507,0",4,male,77.0,3,2,sales_executive,3,divorced,,5915,1,yes,12,3.0,4,1,,2,4.0,5,0,3,1999,yes,
42,no,,201.0,,1,4,,"517,0",2,male,,3,1,laboratory_technician,1,,,20490,3,no,16,3.0,2,1,8.0,5,3.0,5,1,2,1981,yes,
54,no,,821.0,,5,2,medical,"522,0",1,female,86.0,3,5,research_director,1,married,19406.0,8509,4,,11,3.0,3,1,24.0,4,2.0,4,1,2,1969,no,
34,no,,1381.0,,4,4,,"523,0",3,male,72.0,3,2,sales_executive,3,married,6538.0,12740,9,no,15,3.0,1,1,,3,3.0,3,1,2,1989,yes,
43,no,,313.0,,21,3,,"525,0",4,female,61.0,3,1,laboratory_technician,4,,2258.0,15238,7,,20,4.0,1,1,,1,3.0,3,1,2,1980,yes,
43,no,travel_rarely,1473.0,,8,4,other,"526,0",3,male,74.0,3,2,healthcare_representative,3,,,2227,4,yes,14,3.0,4,0,,3,3.0,5,0,2,1980,yes,
31,no,travel_rarely,329.0,,1,2,,"530,0",4,female,98.0,2,1,laboratory_technician,1,married,2218.0,16193,1,no,12,3.0,3,1,4.0,3,,4,3,2,1992,no,
25,yes,travel_rarely,688.0,,3,3,medical,,1,female,91.0,3,1,laboratory_technician,1,married,,9396,5,no,13,3.0,3,1,6.0,5,,2,0,2,1998,yes,
45,no,,192.0,,10,2,life_sciences,"544,0",1,female,69.0,3,1,research_scientist,4,married,2654.0,9655,3,no,21,,4,2,8.0,3,2.0,2,0,2,1978,yes,
52,no,travel_rarely,1490.0,,4,2,life_sciences,,4,male,,3,4,manager,4,married,,10310,2,no,13,3.0,4,0,31.0,2,1.0,5,1,4,1971,no,
34,yes,travel_frequently,296.0,,6,2,,"555,0",4,male,33.0,1,1,sales_representative,3,,,12253,0,no,16,3.0,4,1,3.0,3,2.0,2,1,0,1989,yes,
26,no,travel_rarely,1349.0,,23,3,life_sciences,,1,male,90.0,3,1,research_scientist,4,divorced,,3032,1,no,22,4.0,2,2,,3,1.0,3,0,2,1997,yes,
29,no,,986.0,,3,4,,"564,0",2,female,93.0,2,3,research_director,3,,11935.0,21526,1,no,18,3.0,3,0,,2,3.0,10,0,7,1994,yes,
29,yes,,408.0,,25,5,technical_degree,,3,male,71.0,2,1,research_scientist,2,married,2546.0,18300,5,no,16,3.0,2,0,6.0,2,4.0,2,1,1,1994,no,
46,no,,1009.0,,2,3,life_sciences,,1,female,51.0,3,4,research_director,3,married,17861.0,2288,6,no,13,3.0,3,0,,2,1.0,3,0,1,1977,no,
46,no,,1125.0,,10,3,marketing,"580,0",3,male,94.0,2,3,sales_executive,4,,,11563,2,,19,3.0,3,1,15.0,3,3.0,3,1,2,1977,no,
30,no,travel_rarely,413.0,sales,7,1,marketing,"585,0",4,female,57.0,3,1,sales_representative,2,single,,18398,0,,14,3.0,1,0,,3,3.0,3,1,2,1993,yes,
34,yes,travel_frequently,988.0,human_resources,23,3,,,2,male,43.0,3,3,human_resources,1,divorced,,11533,9,yes,15,3.0,3,3,,2,3.0,3,0,2,1989,no,
42,no,,1474.0,,5,2,other,"591,0",2,female,97.0,3,1,laboratory_technician,3,married,,9260,4,no,17,3.0,4,1,,4,,2,2,0,1981,yes,
22,yes,,1368.0,research_and_development,25,1,technical_degree,"593,0",3,female,99.0,2,1,laboratory_technician,3,single,3894.0,9129,5,no,16,3.0,3,0,4.0,3,3.0,2,1,2,2001,yes,
29,no,travel_rarely,232.0,,19,3,technical_degree,"611,0",4,female,34.0,3,2,manufacturing_director,4,divorced,4262.0,22645,4,no,12,3.0,2,2,8.0,2,4.0,3,1,2,1994,yes,
46,no,travel_frequently,1034.0,research_and_development,18,1,medical,"624,0",1,male,86.0,3,3,healthcare_representative,3,married,10527.0,8984,5,no,11,3.0,4,0,,3,2.0,2,1,2,1977,yes,
32,yes,,1474.0,sales,11,4,other,"631,0",4,female,,4,2,sales_executive,3,,,23914,8,,12,3.0,4,0,,2,3.0,4,1,2,1991,yes,
24,no,,,,24,3,medical,"632,0",4,female,38.0,3,1,sales_representative,4,,2400.0,5530,0,no,13,3.0,3,2,3.0,3,3.0,2,2,1,1999,no,
35,no,travel_rarely,538.0,,25,2,,"652,0",1,female,54.0,2,2,laboratory_technician,4,single,3681.0,14004,4,no,14,3.0,4,0,,3,3.0,3,0,2,1988,no,
42,no,,622.0,,2,4,life_sciences,"659,0",3,male,81.0,3,2,healthcare_representative,4,married,,5718,1,no,13,3.0,2,2,10.0,4,3.0,10,2,2,1981,yes,
48,no,travel_rarely,1236.0,,1,4,,"664,0",4,male,40.0,2,4,manager,1,married,,17997,7,no,11,3.0,1,1,21.0,3,1.0,3,0,2,1975,yes,
44,no,travel_rarely,1112.0,,1,4,,"665,0",1,male,50.0,2,2,human_resources,3,,,26894,4,no,11,,2,0,10.0,1,4.0,2,0,2,1979,yes,
34,no,,204.0,sales,14,3,,"666,0",3,male,31.0,3,1,sales_representative,3,,,2912,1,yes,18,3.0,4,2,8.0,3,3.0,8,0,6,1989,yes,
21,no,,1343.0,,22,1,technical_degree,,3,female,49.0,3,1,sales_representative,3,,3447.0,24444,1,,11,,3,0,,2,3.0,3,1,2,2002,yes,
44,no,travel_rarely,1315.0,,3,4,,"671,0",4,female,35.0,3,5,manager,4,,19513.0,9358,4,,12,3.0,1,1,26.0,2,4.0,2,0,1,1979,yes,
22,no,travel_rarely,,,6,1,medical,"675,0",1,female,69.0,3,1,research_scientist,3,married,,12145,0,,20,4.0,4,0,,3,3.0,2,2,2,2001,yes,
26,no,travel_rarely,991.0,,6,3,,"686,0",3,male,71.0,3,1,laboratory_technician,4,,2659.0,17759,1,yes,13,,3,1,,2,3.0,3,0,2,1997,no,
36,no,,913.0,,9,2,medical,"699,0",2,female,48.0,2,2,manufacturing_director,2,,8847.0,13934,2,yes,11,3.0,3,1,13.0,2,3.0,3,0,2,1987,yes,
27,no,,1115.0,,3,4,medical,,1,female,54.0,2,1,research_scientist,4,single,2045.0,15174,0,,13,3.0,4,0,5.0,0,3.0,4,1,1,1996,yes,
23,no,travel_rarely,885.0,,4,3,,"705,0",1,female,58.0,4,1,research_scientist,1,,,8544,2,,16,3.0,1,1,5.0,3,4.0,3,0,2,2000,no,
25,no,,810.0,,8,3,life_sciences,"707,0",4,female,57.0,4,2,sales_executive,2,,4851.0,15678,0,no,22,4.0,3,1,4.0,4,3.0,3,1,2,1998,no,
48,no,,817.0,,14,1,,"712,0",14,female,56.0,4,2,sales_executive,2,married,8120.0,18597,3,,12,3.0,4,0,,3,3.0,2,2,2,1975,yes,
24,yes,travel_rarely,693.0,,3,2,life_sciences,,1,male,65.0,3,2,sales_executive,3,single,4577.0,24785,9,no,14,3.0,1,0,,3,3.0,2,2,0,1999,yes,
60,no,travel_rarely,1179.0,,16,4,,"732,0",1,female,84.0,3,2,sales_executive,1,single,5405.0,11924,8,no,14,3.0,4,0,10.0,1,3.0,2,2,2,1963,no,
50,no,,316.0,,8,4,marketing,"738,0",4,female,54.0,3,1,sales_representative,2,married,,9983,7,no,15,3.0,4,1,4.0,2,3.0,2,2,2,1973,yes,
44,no,non_travel,381.0,,24,3,,"744,0",1,female,49.0,1,1,laboratory_technician,3,single,3708.0,2104,2,,14,3.0,3,0,9.0,5,3.0,5,1,4,1979,no,
47,no,travel_frequently,217.0,,3,3,,"746,0",4,male,49.0,3,4,sales_executive,3,divorced,13770.0,10225,9,yes,12,3.0,4,2,28.0,2,2.0,22,11,13,1976,yes,
42,yes,,933.0,,19,3,,"752,0",3,female,57.0,4,1,research_scientist,3,divorced,,20366,6,,12,3.0,4,0,,2,3.0,2,2,2,1981,yes,
43,no,travel_frequently,775.0,,15,3,life_sciences,"754,0",4,female,47.0,2,2,sales_executive,4,married,,23683,3,,18,,3,1,7.0,5,3.0,2,2,2,1980,yes,
40,no,,804.0,,2,1,,,4,male,86.0,2,1,research_scientist,4,single,,22929,0,,20,4.0,4,0,5.0,2,2.0,4,2,3,1983,no,
29,no,,1090.0,sales,10,3,,,4,female,83.0,3,1,sales_representative,2,,2297.0,17967,1,no,14,3.0,4,2,,2,3.0,2,2,2,1994,no,
53,no,,346.0,,6,3,,"769,0",4,female,86.0,3,2,laboratory_technician,4,single,2450.0,10919,2,,17,3.0,4,0,19.0,4,3.0,2,2,2,1970,no,
23,no,travel_rarely,310.0,research_and_development,12,1,medical,,1,female,79.0,4,1,research_scientist,3,single,,19630,1,,18,3.0,4,0,,3,3.0,2,0,2,2000,no,
55,yes,,725.0,,2,3,medical,,4,female,78.0,3,5,manager,1,,,21199,5,yes,13,3.0,4,1,24.0,2,3.0,5,1,4,1968,no,
26,no,travel_frequently,575.0,,1,2,life_sciences,"792,0",1,male,71.0,1,1,laboratory_technician,4,,,5288,3,no,14,3.0,1,1,,2,3.0,2,2,0,1997,yes,
34,no,travel_rarely,182.0,,1,4,,"797,0",2,male,72.0,4,1,research_scientist,4,single,,13551,2,no,16,3.0,3,0,,2,3.0,4,1,3,1989,no,
27,no,,829.0,,8,1,marketing,"800,0",3,female,84.0,3,2,sales_executive,4,married,4342.0,24008,0,,19,3.0,2,1,5.0,3,3.0,4,1,1,1996,yes,
35,no,travel_rarely,384.0,,8,4,,,1,male,72.0,3,1,sales_representative,4,,2572.0,20317,1,no,16,3.0,2,1,3.0,1,2.0,3,0,2,1988,yes,
30,no,travel_rarely,921.0,,18,3,,"806,0",4,female,38.0,1,1,laboratory_technician,3,married,,24375,3,no,21,,3,2,7.0,2,3.0,2,0,2,1993,yes,
34,no,,1111.0,,8,2,,,3,male,93.0,3,2,sales_executive,1,,6500.0,13305,5,no,17,3.0,2,1,,1,3.0,3,1,2,1989,yes,
52,no,travel_rarely,1325.0,research_and_development,25,4,life_sciences,"813,0",25,male,82.0,3,2,laboratory_technician,3,,3149.0,21821,8,,20,4.0,2,1,9.0,3,3.0,5,1,4,1971,yes,
33,yes,travel_rarely,118.0,,16,3,marketing,"819,0",1,male,69.0,3,2,sales_executive,1,single,5324.0,26507,5,,15,3.0,3,0,,3,3.0,3,0,2,1990,no,
28,yes,,890.0,,2,4,,,3,female,,3,1,research_scientist,3,single,4382.0,16374,6,no,17,3.0,4,0,5.0,3,2.0,2,2,1,1995,yes,
36,no,travel_rarely,1041.0,,13,3,human_resources,,3,female,36.0,3,1,human_resources,2,married,,25527,4,,13,3.0,2,1,,2,3.0,5,0,4,1987,yes,
34,no,travel_frequently,702.0,research_and_development,16,4,,"838,0",3,male,100.0,2,1,research_scientist,4,single,2553.0,8306,1,no,16,3.0,3,0,6.0,3,3.0,5,1,3,1989,yes,
34,no,,829.0,,3,2,,"847,0",3,female,,3,1,human_resources,4,,,2243,0,,19,3.0,3,1,4.0,1,1.0,3,0,2,1989,no,
44,no,travel_rarely,625.0,,4,3,,"852,0",4,female,50.0,3,2,healthcare_representative,2,single,5933.0,5197,9,,12,3.0,4,0,10.0,2,2.0,5,2,3,1979,yes,
32,no,,,,13,4,life_sciences,"859,0",2,female,73.0,3,2,sales_executive,4,divorced,4403.0,9250,2,,11,3.0,3,1,8.0,3,2.0,5,0,3,1991,yes,
53,no,,661.0,,7,2,,,1,male,78.0,2,3,sales_executive,4,married,10934.0,20715,7,yes,18,3.0,4,1,35.0,3,3.0,5,0,4,1970,no,
22,no,,,,1,2,life_sciences,"872,0",4,female,,2,2,manufacturing_director,4,,,19146,6,,22,4.0,1,2,4.0,2,1.0,2,2,2,2001,no,
44,no,travel_rarely,986.0,,8,4,life_sciences,"874,0",1,female,62.0,4,1,laboratory_technician,4,,,5044,2,yes,24,4.0,3,1,10.0,2,2.0,3,0,2,1979,no,
35,yes,travel_frequently,,,25,4,life_sciences,"881,0",4,male,96.0,3,1,research_scientist,2,divorced,2022.0,16612,1,,19,3.0,1,1,10.0,3,2.0,10,7,8,1988,yes,
25,no,,583.0,,4,1,,"885,0",3,female,87.0,2,2,sales_executive,1,,4256.0,18154,1,no,12,3.0,1,0,5.0,1,4.0,5,0,3,1998,no,
49,no,travel_rarely,1418.0,,1,3,technical_degree,,3,male,36.0,3,1,research_scientist,1,,3580.0,10554,2,no,16,3.0,2,1,7.0,2,3.0,4,0,2,1974,no,
24,no,non_travel,1269.0,,19,1,life_sciences,"888,0",1,female,,2,1,laboratory_technician,4,,,10778,0,,17,3.0,4,0,,2,2.0,5,3,4,1999,no,
38,no,travel_rarely,395.0,sales,9,3,marketing,"893,0",2,female,98.0,2,1,sales_representative,2,,2899.0,12102,0,,19,3.0,4,1,3.0,3,3.0,2,1,2,1985,yes,
29,yes,travel_rarely,341.0,,1,3,medical,"896,0",2,male,48.0,2,1,sales_representative,3,,,23522,6,yes,19,3.0,3,3,5.0,3,3.0,3,0,2,1994,no,
43,no,travel_frequently,,,1,3,life_sciences,"902,0",4,male,33.0,3,2,healthcare_representative,4,married,5562.0,21782,4,,13,3.0,2,1,12.0,2,2.0,5,2,2,1980,yes,
28,no,travel_rarely,821.0,,5,4,medical,"916,0",1,female,98.0,3,2,sales_executive,4,single,,24252,1,,14,3.0,2,0,4.0,3,3.0,4,0,2,1995,no,
20,yes,travel_rarely,500.0,,2,3,,"922,0",3,male,49.0,2,1,sales_representative,3,single,,22052,1,,13,3.0,4,0,2.0,3,2.0,2,0,2,2003,yes,
47,no,,1454.0,,2,4,life_sciences,"925,0",4,male,65.0,2,1,sales_representative,4,single,,13137,1,yes,18,3.0,1,0,3.0,3,2.0,3,1,2,1976,yes,
22,yes,travel_rarely,617.0,,3,1,life_sciences,,2,male,34.0,3,2,manufacturing_director,3,married,,10022,0,yes,19,3.0,1,1,4.0,3,4.0,3,0,2,2001,yes,
28,no,,995.0,,9,3,medical,"930,0",3,male,77.0,3,1,research_scientist,3,divorced,2377.0,9834,5,no,18,3.0,2,1,6.0,2,3.0,2,2,2,1995,yes,
39,yes,,1122.0,research_and_development,6,3,medical,,4,female,70.0,3,1,laboratory_technician,1,married,2404.0,4303,7,,21,4.0,4,0,,2,1.0,2,2,2,1984,yes,
33,no,travel_rarely,1198.0,research_and_development,1,4,,"939,0",3,female,100.0,2,1,research_scientist,1,single,2799.0,3339,3,,11,3.0,2,0,,1,3.0,3,0,2,1990,no,
36,no,travel_rarely,188.0,research_and_development,7,4,other,,2,female,65.0,3,1,research_scientist,4,single,,23293,2,,18,3.0,3,0,8.0,6,3.0,6,0,1,1987,yes,
35,no,travel_rarely,1219.0,,48,3,,"975,0",3,male,86.0,3,2,sales_executive,3,,,6179,1,,16,3.0,2,0,5.0,3,3.0,5,1,0,1988,yes,
31,yes,,335.0,,9,2,medical,"991,0",3,female,46.0,2,1,research_scientist,1,single,,10322,0,yes,22,4.0,1,0,4.0,0,3.0,3,1,2,1992,no,
33,no,travel_rarely,461.0,,13,1,life_sciences,"995,0",2,male,53.0,3,1,research_scientist,4,single,3452.0,17241,3,,18,3.0,1,0,5.0,4,3.0,3,0,2,1990,no,
27,no,,1134.0,,24,4,,"1001,0",24,male,37.0,3,1,laboratory_technician,2,married,2811.0,12086,9,no,14,3.0,2,1,4.0,2,3.0,2,2,2,1996,no,
30,yes,travel_rarely,138.0,,22,3,,,1,male,48.0,3,1,research_scientist,3,married,,11539,4,,11,3.0,2,0,,2,,5,0,1,1993,yes,
24,no,,1206.0,,17,1,medical,,4,male,41.0,2,2,manufacturing_director,3,divorced,4377.0,24117,1,no,15,3.0,2,2,5.0,6,3.0,4,3,2,1999,no,
35,yes,travel_rarely,622.0,research_and_development,14,4,other,"1010,0",3,female,39.0,2,1,laboratory_technician,2,divorced,,10074,1,yes,24,4.0,4,1,5.0,2,1.0,4,0,2,1988,no,
30,yes,,109.0,,5,3,,"1017,0",2,male,60.0,3,1,laboratory_technician,2,,,25725,0,,17,3.0,1,0,4.0,3,3.0,3,1,2,1993,yes,
48,no,travel_rarely,277.0,research_and_development,6,3,,"1022,0",1,female,97.0,2,2,healthcare_representative,3,,4240.0,13119,2,no,13,3.0,4,0,19.0,0,3.0,2,2,2,1975,yes,
41,no,travel_rarely,549.0,,7,2,medical,,4,male,42.0,3,2,manufacturing_director,3,,,23371,6,,14,3.0,2,0,8.0,6,3.0,2,2,1,1982,no,
27,no,,1055.0,research_and_development,2,4,,"1027,0",1,male,47.0,3,2,manufacturing_director,4,,4227.0,4658,0,,18,3.0,2,1,,2,,3,2,2,1996,yes,
35,no,travel_rarely,802.0,research_and_development,10,3,other,"1028,0",2,female,45.0,3,1,laboratory_technician,4,,3917.0,9541,1,no,20,4.0,1,1,3.0,4,2.0,3,1,2,1988,no,
26,yes,non_travel,265.0,,29,2,medical,"1037,0",2,female,79.0,1,2,sales_executive,1,single,4969.0,21813,8,no,18,3.0,4,0,,6,3.0,2,2,2,1997,yes,
33,no,non_travel,1038.0,sales,8,1,life_sciences,"1044,0",2,male,,2,1,sales_representative,4,,,21437,0,,19,3.0,4,0,,2,2.0,2,2,2,1990,no,
26,yes,,342.0,,2,3,life_sciences,"1053,0",1,female,57.0,3,1,research_scientist,1,married,2042.0,15346,6,,14,3.0,2,1,6.0,2,3.0,3,1,2,1997,yes,
38,no,travel_frequently,1186.0,,3,4,,,3,female,44.0,3,1,research_scientist,3,,2821.0,2997,3,no,16,3.0,1,1,8.0,2,3.0,2,2,2,1985,no,
20,yes,,769.0,,9,3,marketing,"1077,0",4,male,54.0,3,1,sales_representative,4,single,,17205,1,yes,14,3.0,2,0,2.0,3,3.0,2,0,2,2003,yes,
30,no,,1176.0,,20,3,other,"1084,0",20,female,85.0,3,2,manufacturing_director,1,married,9957.0,9096,0,,15,3.0,3,1,7.0,1,2.0,6,0,2,1993,no,
